_mock_label,post_date,value_date,description,transaction_type,amount,running_balance,bank_reference,eft_trace
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-08,2023-12-08,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231204,CREDIT,18.62,35291.86,REF6504306,EFT-BCBSTN-20231204
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-08,2023-12-08,ACH CREDIT PAYER REMIT EFT-CIGNA-20231204,CREDIT,170.88,35462.74,REF5971587,EFT-CIGNA-20231204
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-08,2023-12-08,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231204,CREDIT,46.69,35509.43,REF7009885,EFT-TENNCARE-20231204
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-09,2023-12-09,ACH CREDIT PAYER REMIT EFT-UHC-20231204,CREDIT,78.81,35588.24,REF2173019,EFT-UHC-20231204
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-10,2023-12-10,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231204,CREDIT,342.99,35931.23,REF7456075,EFT-BCBSTN-20231204
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-10,2023-12-10,ACH CREDIT PAYER REMIT EFT-CIGNA-20231204,CREDIT,139.91,36071.14,REF5876317,EFT-CIGNA-20231204
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-10,2023-12-10,ACH CREDIT PAYER REMIT EFT-MCARE-20231204,CREDIT,70.34,36141.48,REF7954188,EFT-MCARE-20231204
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-11,2023-12-11,ACH CREDIT PAYER REMIT EFT-UHC-20231211,CREDIT,406.57,36548.05,REF9407652,EFT-UHC-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-12,2023-12-12,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231211,CREDIT,182.01,36730.06,REF6155420,EFT-BCBSTN-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-12,2023-12-12,ACH CREDIT PAYER REMIT EFT-CIGNA-20231211,CREDIT,156.24,36886.3,REF2857371,EFT-CIGNA-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-12,2023-12-12,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231211,CREDIT,18.58,36904.88,REF4873359,EFT-TENNCARE-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-13,2023-12-13,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231211,CREDIT,243.51,37148.39,REF6816858,EFT-BCBSTN-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-13,2023-12-13,ACH CREDIT PAYER REMIT EFT-MCARE-20231211,CREDIT,110.67,37259.06,REF4220544,EFT-MCARE-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-13,2023-12-13,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231211,CREDIT,59.67,37318.73,REF3864969,EFT-TENNCARE-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-13,2023-12-13,ACH CREDIT PAYER REMIT EFT-UHC-20231211,CREDIT,245.34,37564.07,REF3353866,EFT-UHC-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-14,2023-12-14,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231211,CREDIT,17.15,37581.22,REF3865064,EFT-BCBSTN-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-14,2023-12-14,ACH CREDIT PAYER REMIT EFT-MCARE-20231211,CREDIT,90.66,37671.88,REF7001463,EFT-MCARE-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-15,2023-12-15,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231211,CREDIT,218.24,37890.12,REF7470051,EFT-BCBSTN-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-15,2023-12-15,ACH CREDIT PAYER REMIT EFT-CIGNA-20231211,CREDIT,137.71,38027.83,REF6349199,EFT-CIGNA-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-15,2023-12-15,ACH CREDIT PAYER REMIT EFT-UHC-20231211,CREDIT,226.82,38254.65,REF2608242,EFT-UHC-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-16,2023-12-16,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231211,CREDIT,245.21,38499.86,REF3738805,EFT-BCBSTN-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-16,2023-12-16,ACH CREDIT PAYER REMIT EFT-MCARE-20231211,CREDIT,125.91,38625.77,REF5263405,EFT-MCARE-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-17,2023-12-17,ACH CREDIT PAYER REMIT EFT-MCARE-20231211,CREDIT,70.57,38696.34,REF2256153,EFT-MCARE-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-17,2023-12-17,ACH CREDIT PAYER REMIT EFT-UHC-20231211,CREDIT,97.59,38793.93,REF1354659,EFT-UHC-20231211
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-18,2023-12-18,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231218,CREDIT,104.96,38898.89,REF9480829,EFT-BCBSTN-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-18,2023-12-18,ACH CREDIT PAYER REMIT EFT-CIGNA-20231218,CREDIT,206.84,39105.73,REF8369373,EFT-CIGNA-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-18,2023-12-18,ACH CREDIT PAYER REMIT EFT-MCARE-20231218,CREDIT,53.28,39159.01,REF1319754,EFT-MCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-18,2023-12-18,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231218,CREDIT,38.19,39197.2,REF8619558,EFT-TENNCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-18,2023-12-18,ACCOUNT ANALYSIS FEE,DEBIT,-150.27,39046.93,REF9649124,
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-18,2023-12-18,BOOK TRANSFER TO OPERATING 8841,DEBIT,-7890.22,31156.71,REF5926375,
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-19,2023-12-19,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231218,CREDIT,82.54,31239.25,REF8043734,EFT-BCBSTN-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-19,2023-12-19,ACH CREDIT PAYER REMIT EFT-CIGNA-20231218,CREDIT,109.38,31348.63,REF4185146,EFT-CIGNA-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-19,2023-12-19,ACH CREDIT PAYER REMIT EFT-MCARE-20231218,CREDIT,107.38,31456.01,REF9241388,EFT-MCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-19,2023-12-19,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231218,CREDIT,13.82,31469.83,REF3444391,EFT-TENNCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-19,2023-12-19,ACH CREDIT PAYER REMIT EFT-UHC-20231218,CREDIT,72.2,31542.03,REF6423005,EFT-UHC-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-20,2023-12-20,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231218,CREDIT,158.49,31700.52,REF2065474,EFT-BCBSTN-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-20,2023-12-20,ACH CREDIT PAYER REMIT EFT-MCARE-20231218,CREDIT,56.14,31756.66,REF9922380,EFT-MCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-21,2023-12-21,ACH CREDIT PAYER REMIT EFT-MCARE-20231218,CREDIT,38.24,31794.9,REF4441336,EFT-MCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-22,2023-12-22,ACH CREDIT PAYER REMIT EFT-MCARE-20231218,CREDIT,187.81,31982.71,REF3792902,EFT-MCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-22,2023-12-22,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231218,CREDIT,10.78,31993.49,REF9974627,EFT-TENNCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-22,2023-12-22,ACH CREDIT PAYER REMIT EFT-UHC-20231218,CREDIT,134.36,32127.85,REF2352811,EFT-UHC-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-23,2023-12-23,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231218,CREDIT,23.89,32151.74,REF3626579,EFT-TENNCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-23,2023-12-23,ACH CREDIT PAYER REMIT EFT-UHC-20231218,CREDIT,263.94,32415.68,REF4972844,EFT-UHC-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-23,2023-12-23,INTEREST CREDIT,CREDIT,15.48,32431.16,REF8955747,
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-24,2023-12-24,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231218,CREDIT,230.31,32661.47,REF8689475,EFT-BCBSTN-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-24,2023-12-24,ACH CREDIT PAYER REMIT EFT-MCARE-20231218,CREDIT,103.45,32764.92,REF1310643,EFT-MCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-24,2023-12-24,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231218,CREDIT,25.81,32790.73,REF6727463,EFT-TENNCARE-20231218
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-25,2023-12-25,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231225,CREDIT,56.24,32846.97,REF2603490,EFT-BCBSTN-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-25,2023-12-25,ACH CREDIT PAYER REMIT EFT-CIGNA-20231225,CREDIT,152.97,32999.94,REF2035587,EFT-CIGNA-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-25,2023-12-25,ACH CREDIT PAYER REMIT EFT-MCARE-20231225,CREDIT,33.64,33033.58,REF3057186,EFT-MCARE-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-25,2023-12-25,ACH CREDIT PAYER REMIT EFT-UHC-20231225,CREDIT,316.54,33350.12,REF8658372,EFT-UHC-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-26,2023-12-26,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231225,CREDIT,22.29,33372.41,REF7555736,EFT-BCBSTN-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-26,2023-12-26,ACH CREDIT PAYER REMIT EFT-CIGNA-20231225,CREDIT,270.87,33643.28,REF2579231,EFT-CIGNA-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-26,2023-12-26,ACH CREDIT PAYER REMIT EFT-MCARE-20231225,CREDIT,25.2,33668.48,REF2000127,EFT-MCARE-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-26,2023-12-26,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231225,CREDIT,38.56,33707.04,REF2786838,EFT-TENNCARE-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-26,2023-12-26,ACH CREDIT PAYER REMIT EFT-UHC-20231225,CREDIT,62.41,33769.45,REF2357646,EFT-UHC-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-27,2023-12-27,ACH CREDIT PAYER REMIT EFT-CIGNA-20231225,CREDIT,174.26,33943.71,REF6753342,EFT-CIGNA-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-27,2023-12-27,ACH CREDIT PAYER REMIT EFT-MCARE-20231225,CREDIT,125.57,34069.28,REF9229345,EFT-MCARE-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-27,2023-12-27,ACH CREDIT PAYER REMIT EFT-UHC-20231225,CREDIT,340.27,34409.55,REF3550031,EFT-UHC-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-28,2023-12-28,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231225,CREDIT,171.41,34580.96,REF6889665,EFT-BCBSTN-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-28,2023-12-28,ACH CREDIT PAYER REMIT EFT-CIGNA-20231225,CREDIT,259.19,34840.15,REF5237307,EFT-CIGNA-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-28,2023-12-28,ACH CREDIT PAYER REMIT EFT-UHC-20231225,CREDIT,122.89,34963.04,REF3864739,EFT-UHC-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-29,2023-12-29,ACH CREDIT PAYER REMIT EFT-CIGNA-20231225,CREDIT,18.38,34981.42,REF6280173,EFT-CIGNA-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-29,2023-12-29,ACH CREDIT PAYER REMIT EFT-MCARE-20231225,CREDIT,251.56,35232.98,REF2189011,EFT-MCARE-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-29,2023-12-29,ACH CREDIT PAYER REMIT EFT-UHC-20231225,CREDIT,283.55,35516.53,REF6635886,EFT-UHC-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-30,2023-12-30,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231225,CREDIT,164.64,35681.17,REF1452934,EFT-BCBSTN-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-31,2023-12-31,ACH CREDIT PAYER REMIT EFT-BCBSTN-20231225,CREDIT,68.41,35749.58,REF8871526,EFT-BCBSTN-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-31,2023-12-31,ACH CREDIT PAYER REMIT EFT-MCARE-20231225,CREDIT,137.37,35886.95,REF9659794,EFT-MCARE-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-31,2023-12-31,ACH CREDIT PAYER REMIT EFT-TENNCARE-20231225,CREDIT,44.76,35931.71,REF1085877,EFT-TENNCARE-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2023-12-31,2023-12-31,ACH CREDIT PAYER REMIT EFT-UHC-20231225,CREDIT,189.28,36120.99,REF6526709,EFT-UHC-20231225
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-01,2024-01-01,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240101,CREDIT,118.41,36239.4,REF7479581,EFT-BCBSTN-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-01,2024-01-01,ACH CREDIT PAYER REMIT EFT-UHC-20240101,CREDIT,121.39,36360.79,REF3464875,EFT-UHC-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-01,2024-01-01,INTEREST CREDIT,CREDIT,10.94,36371.73,REF3042637,
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-02,2024-01-02,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240101,CREDIT,148.58,36520.31,REF8688623,EFT-BCBSTN-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-02,2024-01-02,ACH CREDIT PAYER REMIT EFT-MCARE-20240101,CREDIT,29.85,36550.16,REF1472241,EFT-MCARE-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-02,2024-01-02,ACH CREDIT PAYER REMIT EFT-TENNCARE-20240101,CREDIT,39.6,36589.76,REF5346421,EFT-TENNCARE-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-02,2024-01-02,ACH CREDIT PAYER REMIT EFT-UHC-20240101,CREDIT,95.39,36685.15,REF4127853,EFT-UHC-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-03,2024-01-03,ACH CREDIT PAYER REMIT EFT-CIGNA-20240101,CREDIT,99.74,36784.89,REF1981151,EFT-CIGNA-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-03,2024-01-03,ACH CREDIT PAYER REMIT EFT-UHC-20240101,CREDIT,71.05,36855.94,REF5356196,EFT-UHC-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-04,2024-01-04,ACH CREDIT PAYER REMIT EFT-MCARE-20240101,CREDIT,84.16,36940.1,REF2206905,EFT-MCARE-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-04,2024-01-04,ACH CREDIT PAYER REMIT EFT-UHC-20240101,CREDIT,285.46,37225.56,REF2973534,EFT-UHC-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-05,2024-01-05,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240101,CREDIT,75.46,37301.02,REF6333951,EFT-BCBSTN-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-05,2024-01-05,ACH CREDIT PAYER REMIT EFT-MCARE-20240101,CREDIT,112.96,37413.98,REF3104344,EFT-MCARE-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-05,2024-01-05,ACH CREDIT PAYER REMIT EFT-UHC-20240101,CREDIT,154.41,37568.39,REF7632472,EFT-UHC-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-06,2024-01-06,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240101,CREDIT,252.67,37821.06,REF5972019,EFT-BCBSTN-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-06,2024-01-06,ACH CREDIT PAYER REMIT EFT-SELFPAY-20240101,CREDIT,8.6,37829.66,REF4537398,EFT-SELFPAY-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-06,2024-01-06,ACH CREDIT PAYER REMIT EFT-UHC-20240101,CREDIT,120.08,37949.74,REF1529940,EFT-UHC-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-07,2024-01-07,ACH CREDIT PAYER REMIT EFT-CIGNA-20240101,CREDIT,47.25,37996.99,REF8800283,EFT-CIGNA-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-07,2024-01-07,ACH CREDIT PAYER REMIT EFT-MCARE-20240101,CREDIT,138.01,38135.0,REF4001022,EFT-MCARE-20240101
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-08,2024-01-08,ACH CREDIT PAYER REMIT EFT-MCARE-20240108,CREDIT,78.75,38213.75,REF1278695,EFT-MCARE-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-09,2024-01-09,ACH CREDIT PAYER REMIT EFT-CIGNA-20240108,CREDIT,438.79,38652.54,REF6848771,EFT-CIGNA-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-09,2024-01-09,ACH CREDIT PAYER REMIT EFT-MCARE-20240108,CREDIT,68.31,38720.85,REF1186730,EFT-MCARE-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-09,2024-01-09,ACH CREDIT PAYER REMIT EFT-UHC-20240108,CREDIT,110.4,38831.25,REF3484982,EFT-UHC-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-10,2024-01-10,ACH CREDIT PAYER REMIT EFT-TENNCARE-20240108,CREDIT,30.74,38861.99,REF1198449,EFT-TENNCARE-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-11,2024-01-11,ACH CREDIT PAYER REMIT EFT-CIGNA-20240108,CREDIT,15.44,38877.43,REF8186231,EFT-CIGNA-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-11,2024-01-11,ACH CREDIT PAYER REMIT EFT-TENNCARE-20240108,CREDIT,34.95,38912.38,REF2575286,EFT-TENNCARE-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-12,2024-01-12,ACH CREDIT PAYER REMIT EFT-CIGNA-20240108,CREDIT,49.84,38962.22,REF5436976,EFT-CIGNA-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-12,2024-01-12,ACH CREDIT PAYER REMIT EFT-MCARE-20240108,CREDIT,154.5,39116.72,REF9347497,EFT-MCARE-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-12,2024-01-12,ACH CREDIT PAYER REMIT EFT-TENNCARE-20240108,CREDIT,34.77,39151.49,REF6395444,EFT-TENNCARE-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-13,2024-01-13,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240108,CREDIT,131.76,39283.25,REF2177321,EFT-BCBSTN-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-13,2024-01-13,ACH CREDIT PAYER REMIT EFT-UHC-20240108,CREDIT,124.03,39407.28,REF5145284,EFT-UHC-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-14,2024-01-14,ACH CREDIT PAYER REMIT EFT-MCARE-20240108,CREDIT,74.17,39481.45,REF7178202,EFT-MCARE-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-14,2024-01-14,ACH CREDIT PAYER REMIT EFT-UHC-20240108,CREDIT,76.28,39557.73,REF4210082,EFT-UHC-20240108
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-15,2024-01-15,ACH CREDIT PAYER REMIT EFT-CIGNA-20240115,CREDIT,19.54,39577.27,REF6166742,EFT-CIGNA-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-15,2024-01-15,ACH CREDIT PAYER REMIT EFT-MCARE-20240115,CREDIT,76.85,39654.12,REF8253876,EFT-MCARE-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-15,2024-01-15,ACH CREDIT PAYER REMIT EFT-SELFPAY-20240115,CREDIT,2.6,39656.72,REF8309730,EFT-SELFPAY-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-15,2024-01-15,ACH CREDIT PAYER REMIT EFT-UHC-20240115,CREDIT,280.52,39937.24,REF3185973,EFT-UHC-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-16,2024-01-16,ACH CREDIT PAYER REMIT EFT-SELFPAY-20240115,CREDIT,17.68,39954.92,REF4804124,EFT-SELFPAY-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-16,2024-01-16,ACH CREDIT PAYER REMIT EFT-UHC-20240115,CREDIT,96.51,40051.43,REF2920467,EFT-UHC-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-17,2024-01-17,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240115,CREDIT,185.27,40236.7,REF3389131,EFT-BCBSTN-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-17,2024-01-17,ACH CREDIT PAYER REMIT EFT-CIGNA-20240115,CREDIT,104.61,40341.31,REF8036561,EFT-CIGNA-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-17,2024-01-17,ACH CREDIT PAYER REMIT EFT-MCARE-20240115,CREDIT,73.82,40415.13,REF3219539,EFT-MCARE-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-17,2024-01-17,ACH CREDIT PAYER REMIT EFT-UHC-20240115,CREDIT,140.27,40555.4,REF4851678,EFT-UHC-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-18,2024-01-18,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240115,CREDIT,716.77,41272.17,REF4453436,EFT-BCBSTN-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-18,2024-01-18,ACH CREDIT PAYER REMIT EFT-MCARE-20240115,CREDIT,85.64,41357.81,REF2749902,EFT-MCARE-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-18,2024-01-18,ACH CREDIT PAYER REMIT EFT-TENNCARE-20240115,CREDIT,23.87,41381.68,REF2294072,EFT-TENNCARE-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-18,2024-01-18,ACCOUNT ANALYSIS FEE,DEBIT,-97.99,41283.69,REF4314446,
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-18,2024-01-18,BOOK TRANSFER TO OPERATING 8841,DEBIT,-6707.94,34575.75,REF8551250,
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-18,2024-01-18,RETURNED ITEM CHARGEBACK,DEBIT,-474.82,34100.93,REF1420202,
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-19,2024-01-19,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240115,CREDIT,131.37,34232.3,REF3243319,EFT-BCBSTN-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-19,2024-01-19,ACH CREDIT PAYER REMIT EFT-TENNCARE-20240115,CREDIT,15.3,34247.6,REF2196391,EFT-TENNCARE-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-19,2024-01-19,ACH CREDIT PAYER REMIT EFT-UHC-20240115,CREDIT,37.11,34284.71,REF4711208,EFT-UHC-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-20,2024-01-20,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240115,CREDIT,189.05,34473.76,REF8040194,EFT-BCBSTN-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-20,2024-01-20,ACH CREDIT PAYER REMIT EFT-CIGNA-20240115,CREDIT,113.41,34587.17,REF1310345,EFT-CIGNA-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-20,2024-01-20,ACH CREDIT PAYER REMIT EFT-MCARE-20240115,CREDIT,134.82,34721.99,REF5506930,EFT-MCARE-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-20,2024-01-20,ACH CREDIT PAYER REMIT EFT-SELFPAY-20240115,CREDIT,2.54,34724.53,REF5224739,EFT-SELFPAY-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-20,2024-01-20,ACH CREDIT PAYER REMIT EFT-TENNCARE-20240115,CREDIT,67.56,34792.09,REF3827582,EFT-TENNCARE-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-20,2024-01-20,ACH CREDIT PAYER REMIT EFT-UHC-20240115,CREDIT,239.05,35031.14,REF6014586,EFT-UHC-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-21,2024-01-21,ACH CREDIT PAYER REMIT EFT-CIGNA-20240115,CREDIT,48.3,35079.44,REF8519785,EFT-CIGNA-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-21,2024-01-21,ACH CREDIT PAYER REMIT EFT-UHC-20240115,CREDIT,146.93,35226.37,REF8153063,EFT-UHC-20240115
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-22,2024-01-22,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240122,CREDIT,378.38,35604.75,REF2403586,EFT-BCBSTN-20240122
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-22,2024-01-22,ACH CREDIT PAYER REMIT EFT-CIGNA-20240122,CREDIT,69.03,35673.78,REF7686837,EFT-CIGNA-20240122
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-22,2024-01-22,ACH CREDIT PAYER REMIT EFT-MCARE-20240122,CREDIT,72.12,35745.9,REF6451436,EFT-MCARE-20240122
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-22,2024-01-22,ACH CREDIT PAYER REMIT EFT-TENNCARE-20240122,CREDIT,15.19,35761.09,REF3925415,EFT-TENNCARE-20240122
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-22,2024-01-22,ACH CREDIT PAYER REMIT EFT-UHC-20240122,CREDIT,129.47,35890.56,REF4544898,EFT-UHC-20240122
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-23,2024-01-23,ACH CREDIT PAYER REMIT EFT-BCBSTN-20240122,CREDIT,156.51,36047.07,REF8801077,EFT-BCBSTN-20240122
MOCK_RAD_GROUP_DEMO_ONLY,2024-01-23,2024-01-23,ACH CREDIT PAYER REMIT EFT-SELFPAY-20240122,CREDIT,8.02,36055.09,REF4768494,EFT-SELFPAY-20240122
