deposit_date,eft_trace,amount,description
2025-05-14,EFT20250514023,81.99,PAYER EFT
2025-05-14,EFT20250514024,526.2,PAYER EFT
2025-05-14,EFT20250514025,38.51,PAYER EFT
2025-05-14,EFT20250514029,20.7,PAYER EFT
2025-05-14,EFT20250514033,22.64,PAYER EFT
2025-05-14,EFT20250514039,122.93,PAYER EFT
2025-05-15,EFT20250515003,290.86,PAYER EFT
2025-05-15,EFT20250515007,42.06,PAYER EFT
2025-05-15,EFT20250515010,397,PAYER EFT
2025-05-15,EFT20250515011,113.23,PAYER EFT
2025-05-15,EFT20250515013,18.11,PAYER EFT
2025-05-15,EFT20250515015,23.22,PAYER EFT
2025-05-15,EFT20250515017,47.23,PAYER EFT
2025-05-15,EFT20250515021,245.54,PAYER EFT
2025-05-15,EFT20250515025,43.62,PAYER EFT
2025-05-15,EFT20250515030,42.06,PAYER EFT
2025-05-15,EFT20250515031,113.23,PAYER EFT
2025-05-15,EFT20250515034,207.04,PAYER EFT
2025-05-15,EFT20250515037,111.03,PAYER EFT
2025-05-16,EFT20250516003,337.61,PAYER EFT
2025-05-16,EFT20250516004,162.27,PAYER EFT
2025-05-16,EFT20250516005,51.76,PAYER EFT
2025-05-16,EFT20250516006,39.7,PAYER EFT
2025-05-16,EFT20250516007,291.15,PAYER EFT
2025-05-16,EFT20250516008,796.72,PAYER EFT
2025-05-16,EFT20250516009,336.44,PAYER EFT
2025-05-16,EFT20250516010,32.09,PAYER EFT
2025-05-16,EFT20250516016,360.46,PAYER EFT
2025-05-16,EFT20250516017,62.76,PAYER EFT
2025-05-16,EFT20250516023,291.15,PAYER EFT
2025-05-16,EFT20250516027,33.65,PAYER EFT
2025-05-16,EFT20250516032,209.07,PAYER EFT
2025-05-16,EFT20250516036,89.89,PAYER EFT
2025-05-16,EFT20250516037,47.23,PAYER EFT
2025-05-17,EFT20250517001,55.27,PAYER EFT
2025-05-17,EFT20250517004,76.35,PAYER EFT
2025-05-17,EFT20250517006,407.93,PAYER EFT
2025-05-17,EFT20250517008,143.12,PAYER EFT
2025-05-17,EFT20250517013,180.43,PAYER EFT
2025-05-17,EFT20250517014,35.98,PAYER EFT
2025-05-17,EFT20250517019,55.51,PAYER EFT
2025-05-17,EFT20250517021,20.7,PAYER EFT
2025-05-17,EFT20250517024,93.94,PAYER EFT
2025-05-17,EFT20250517026,111.03,PAYER EFT
2025-05-17,EFT20250517027,84.11,PAYER EFT
2025-05-17,EFT20250517029,30.54,PAYER EFT
2025-05-17,EFT20250517031,93.94,PAYER EFT
2025-05-17,EFT20250517034,42.06,PAYER EFT
2025-05-17,EFT20250517035,319.62,PAYER EFT
2025-05-17,EFT20250517036,113.23,PAYER EFT
2025-05-17,EFT20250517039,90.58,PAYER EFT
2025-05-18,EFT20250518007,108.08,PAYER EFT
2025-05-18,EFT20250518014,648.94,PAYER EFT
2025-05-18,EFT20250518015,342.04,PAYER EFT
2025-05-18,EFT20250518017,59.36,PAYER EFT
2025-05-18,EFT20250518020,56.16,PAYER EFT
2025-05-18,EFT20250518022,555.13,PAYER EFT
2025-05-18,EFT20250518023,47.83,PAYER EFT
2025-05-18,EFT20250518026,444.1,PAYER EFT
2025-05-18,EFT20250518029,163.98,PAYER EFT
2025-05-18,EFT20250518031,62.76,PAYER EFT
2025-05-18,EFT20250518033,81.59,PAYER EFT
2025-05-18,EFT20250518034,62.76,PAYER EFT
2025-05-19,EFT20250519000,35.15,PAYER EFT
2025-05-19,EFT20250519003,34.9,PAYER EFT
2025-05-19,EFT20250519004,420.55,PAYER EFT
2025-05-19,EFT20250519007,25.28,PAYER EFT
2025-05-19,EFT20250519008,62.34,PAYER EFT
2025-05-19,EFT20250519011,85.4,PAYER EFT
2025-05-19,EFT20250519013,36.23,PAYER EFT
2025-05-19,EFT20250519024,115.33,PAYER EFT
2025-05-19,EFT20250519025,388.2,PAYER EFT
2025-05-19,EFT20250519027,65.27,PAYER EFT
2025-05-19,EFT20250519031,441.67,PAYER EFT
2025-05-19,EFT20250519036,219.49,PAYER EFT
2025-05-19,EFT20250519037,59.36,PAYER EFT
2025-05-20,EFT20250520002,175.73,PAYER EFT
2025-05-20,EFT20250520009,62.76,PAYER EFT
2025-05-20,EFT20250520012,416.09,PAYER EFT
2025-05-20,EFT20250520013,433.23,PAYER EFT
2025-05-20,EFT20250520016,24.43,PAYER EFT
2025-05-20,EFT20250520019,64.7,PAYER EFT
2025-05-20,EFT20250520021,132.13,PAYER EFT
2025-05-20,EFT20250520023,23.22,PAYER EFT
2025-05-20,EFT20250520026,49.62,PAYER EFT
2025-05-20,EFT20250520037,62.11,PAYER EFT
2025-05-20,EFT20250520038,300.86,PAYER EFT
2025-05-21,EFT20250521004,87.86,PAYER EFT
2025-05-21,EFT20250521008,239.23,PAYER EFT
2025-05-21,EFT20250521010,282.1,PAYER EFT
2025-05-21,EFT20250521012,113.23,PAYER EFT
2025-05-21,EFT20250521013,119.24,PAYER EFT
2025-05-21,EFT20250521019,88.82,PAYER EFT
2025-05-21,EFT20250521021,98.34,PAYER EFT
2025-05-21,EFT20250521023,180.43,PAYER EFT
2025-05-21,EFT20250521028,109.83,PAYER EFT
2025-05-21,EFT20250521033,32.63,PAYER EFT
2025-05-21,EFT20250521037,352.62,PAYER EFT
2025-05-21,EFT20250521038,149.46,PAYER EFT
2025-05-22,EFT20250522002,14.84,PAYER EFT
2025-05-22,EFT20250522004,75.15,PAYER EFT
2025-05-22,EFT20250522006,33.65,PAYER EFT
2025-05-22,EFT20250522009,433.26,PAYER EFT
2025-05-22,EFT20250522018,35.15,PAYER EFT
2025-05-22,EFT20250522019,41.72,PAYER EFT
2025-05-22,EFT20250522020,274.85,PAYER EFT
2025-05-22,EFT20250522030,347.55,PAYER EFT
2025-05-22,EFT20250522034,44.97,PAYER EFT
2025-05-23,EFT20250523000,62.34,PAYER EFT
2025-05-23,EFT20250523001,465.45,PAYER EFT
2025-05-23,EFT20250523003,65.59,PAYER EFT
2025-05-23,EFT20250523009,26.72,PAYER EFT
2025-05-23,EFT20250523011,181.16,PAYER EFT
2025-05-23,EFT20250523012,291.15,PAYER EFT
2025-05-23,EFT20250523013,109.83,PAYER EFT
2025-05-23,EFT20250523019,298.91,PAYER EFT
2025-05-23,EFT20250523020,84.11,PAYER EFT
2025-05-23,EFT20250523026,458.07,PAYER EFT
2025-05-23,EFT20250523028,28.25,PAYER EFT
2025-05-23,EFT20250523033,139.15,PAYER EFT
2025-05-23,EFT20250523036,81.59,PAYER EFT
2025-05-23,EFT20250523037,60.87,PAYER EFT
2025-05-24,EFT20250524001,444.1,PAYER EFT
2025-05-24,EFT20250524002,49.69,PAYER EFT
2025-05-24,EFT20250524009,62.11,PAYER EFT
2025-05-24,EFT20250524013,388.2,PAYER EFT
2025-05-24,EFT20250524015,69.5,PAYER EFT
2025-05-24,EFT20250524022,23.94,PAYER EFT
2025-05-24,EFT20250524023,22.46,PAYER EFT
2025-05-24,EFT20250524030,65.59,PAYER EFT
2025-05-24,EFT20250524031,122.93,PAYER EFT
2025-05-24,EFT20250524033,62.11,PAYER EFT
2025-05-24,EFT20250524035,34.9,PAYER EFT
2025-05-24,EFT20250524036,43.62,PAYER EFT
2025-05-24,EFT20250524037,95.39,PAYER EFT
2025-05-24,EFT20250524038,84.11,PAYER EFT
2025-05-24,EFT20250524039,42.45,PAYER EFT
2025-05-25,EFT20250525000,272.78,PAYER EFT
2025-05-25,EFT20250525004,33.65,PAYER EFT
2025-05-25,EFT20250525008,297.81,PAYER EFT
2025-05-25,EFT20250525011,43.93,PAYER EFT
2025-05-25,EFT20250525013,88.32,PAYER EFT
2025-05-25,EFT20250525019,26.72,PAYER EFT
2025-05-25,EFT20250525023,173.26,PAYER EFT
2025-05-25,EFT20250525025,43.62,PAYER EFT
2025-05-25,EFT20250525026,62.11,PAYER EFT
2025-05-25,EFT20250525028,725.93,PAYER EFT
2025-05-25,EFT20250525030,42.45,PAYER EFT
2025-05-25,EFT20250525034,84.11,PAYER EFT
2025-05-25,EFT20250525036,81.59,PAYER EFT
2025-05-25,EFT20250525038,372.36,PAYER EFT
2025-05-25,EFT20250525039,672.1,PAYER EFT
2025-05-26,EFT20250526001,407.93,PAYER EFT
2025-05-26,EFT20250526004,44.97,PAYER EFT
2025-05-26,EFT20250526005,587.09,PAYER EFT
2025-05-26,EFT20250526007,458.07,PAYER EFT
2025-05-26,EFT20250526008,49.69,PAYER EFT
2025-05-26,EFT20250526013,60.25,PAYER EFT
2025-05-26,EFT20250526014,44.97,PAYER EFT
2025-05-26,EFT20250526018,239.14,PAYER EFT
2025-05-26,EFT20250526020,98.34,PAYER EFT
2025-05-26,EFT20250526026,39.7,PAYER EFT
2025-05-26,EFT20250526027,267.21,PAYER EFT
2025-05-26,EFT20250526028,34.9,PAYER EFT
2025-05-26,EFT20250526029,296.2,PAYER EFT
2025-05-26,EFT20250526030,140.4,PAYER EFT
2025-05-26,EFT20250526034,84.11,PAYER EFT
2025-05-26,EFT20250526038,25.88,PAYER EFT
2025-05-27,EFT20250527004,42.06,PAYER EFT
2025-05-27,EFT20250527008,219.66,PAYER EFT
2025-05-27,EFT20250527009,49.62,PAYER EFT
2025-05-27,EFT20250527011,162.27,PAYER EFT
2025-05-27,EFT20250527013,148.81,PAYER EFT
2025-05-27,EFT20250527015,145.06,PAYER EFT
2025-05-27,EFT20250527025,65.59,PAYER EFT
2025-05-27,EFT20250527026,40.79,PAYER EFT
2025-05-27,EFT20250527027,19.15,PAYER EFT
2025-05-27,EFT20250527035,16.05,PAYER EFT
2025-05-27,EFT20250527037,549.95,PAYER EFT
2025-05-27,EFT20250527038,496.25,PAYER EFT
2025-05-28,EFT20250528002,420.55,PAYER EFT
2025-05-28,EFT20250528004,116.05,PAYER EFT
2025-05-28,EFT20250528006,60.25,PAYER EFT
2025-05-28,EFT20250528012,226.45,PAYER EFT
2025-05-28,EFT20250528014,219.49,PAYER EFT
2025-05-28,EFT20250528015,113.23,PAYER EFT
2025-05-28,EFT20250528028,42.06,PAYER EFT
2025-05-28,EFT20250528037,62.76,PAYER EFT
2025-05-28,EFT20250528039,145.06,PAYER EFT
2025-05-29,EFT20250529008,22.64,PAYER EFT
2025-05-29,EFT20250529010,56.94,PAYER EFT
2025-05-29,EFT20250529020,331.2,PAYER EFT
2025-05-29,EFT20250529021,79.4,PAYER EFT
2025-05-29,EFT20250529024,42.06,PAYER EFT
2025-05-29,EFT20250529025,79.4,PAYER EFT
2025-05-29,EFT20250529031,33.65,PAYER EFT
2025-05-29,EFT20250529037,414.73,PAYER EFT
2025-05-29,EFT20250529039,84.11,PAYER EFT
2025-05-30,EFT20250530000,81.59,PAYER EFT
2025-05-30,EFT20250530001,226.45,PAYER EFT
2025-05-30,EFT20250530006,27.33,PAYER EFT
2025-05-30,EFT20250530008,485.25,PAYER EFT
2025-05-30,EFT20250530010,129.82,PAYER EFT
2025-05-30,EFT20250530011,581.98,PAYER EFT
2025-05-30,EFT20250530016,282.1,PAYER EFT
2025-05-30,EFT20250530025,397,PAYER EFT
2025-05-30,EFT20250530032,49.87,PAYER EFT
2025-05-30,EFT20250530037,245.37,PAYER EFT
2025-05-30,EFT20250530039,496.25,PAYER EFT
2025-05-31,EFT20250531000,120.91,PAYER EFT
2025-05-31,EFT20250531003,260.74,PAYER EFT
2025-05-31,EFT20250531006,84.11,PAYER EFT
2025-05-31,EFT20250531008,336.44,PAYER EFT
2025-05-31,EFT20250531010,44.41,PAYER EFT
2025-05-31,EFT20250531017,549.95,PAYER EFT
2025-05-31,EFT20250531018,297.54,PAYER EFT
2025-05-31,EFT20250531019,451.87,PAYER EFT
2025-05-31,EFT20250531021,62.34,PAYER EFT
2025-05-31,EFT20250531033,45.29,PAYER EFT
2025-06-01,EFT20250601000,1199.92,PAYER EFT
2025-06-01,EFT20250601001,298.91,PAYER EFT
2025-06-01,EFT20250601007,367.46,PAYER EFT
2025-06-01,EFT20250601009,39.7,PAYER EFT
2025-06-01,EFT20250601011,76.35,PAYER EFT
2025-06-01,EFT20250601012,113.23,PAYER EFT
2025-06-01,EFT20250601014,53.06,PAYER EFT
2025-06-01,EFT20250601017,113.23,PAYER EFT
2025-06-01,EFT20250601021,47.55,PAYER EFT
2025-06-01,EFT20250601024,44.16,PAYER EFT
2025-06-01,EFT20250601026,90.58,PAYER EFT
2025-06-01,EFT20250601028,35.15,PAYER EFT
2025-06-01,EFT20250601029,191.67,PAYER EFT
2025-06-01,EFT20250601034,43.62,PAYER EFT
2025-06-01,EFT20250601037,74.73,PAYER EFT
2025-06-02,EFT20250602000,76.22,PAYER EFT
2025-06-02,EFT20250602004,260.37,PAYER EFT
2025-06-02,EFT20250602006,161.29,PAYER EFT
2025-06-02,EFT20250602018,44.97,PAYER EFT
2025-06-02,EFT20250602020,141.05,PAYER EFT
2025-06-02,EFT20250602029,84.11,PAYER EFT
2025-06-02,EFT20250602032,113.23,PAYER EFT
2025-06-02,EFT20250602033,62.11,PAYER EFT
2025-06-03,EFT20250603001,70.2,PAYER EFT
2025-06-03,EFT20250603012,716.23,PAYER EFT
2025-06-03,EFT20250603013,56.94,PAYER EFT
2025-06-03,EFT20250603014,65.27,PAYER EFT
2025-06-03,EFT20250603015,67.29,PAYER EFT
2025-06-03,EFT20250603018,107.27,PAYER EFT
2025-06-03,EFT20250603021,25.88,PAYER EFT
2025-06-03,EFT20250603025,407.93,PAYER EFT
2025-06-03,EFT20250603028,555.13,PAYER EFT
2025-06-03,EFT20250603029,30.54,PAYER EFT
2025-06-03,EFT20250603030,342.04,PAYER EFT
2025-06-03,EFT20250603036,41.72,PAYER EFT
2025-06-03,EFT20250603038,74.73,PAYER EFT
2025-06-03,EFT20250603039,76.35,PAYER EFT
2025-06-04,EFT20250604000,218.62,PAYER EFT
2025-06-04,EFT20250604001,519.15,PAYER EFT
2025-06-04,EFT20250604002,762.59,PAYER EFT
2025-06-04,EFT20250604003,39.7,PAYER EFT
2025-06-04,EFT20250604011,346.66,PAYER EFT
2025-06-04,EFT20250604013,81.59,PAYER EFT
2025-06-04,EFT20250604017,359.16,PAYER EFT
2025-06-04,EFT20250604021,43.62,PAYER EFT
2025-06-04,EFT20250604024,284.68,PAYER EFT
2025-06-04,EFT20250604026,62.11,PAYER EFT
2025-06-04,EFT20250604031,119.24,PAYER EFT
2025-06-04,EFT20250604032,439.96,PAYER EFT
2025-06-04,EFT20250604033,81.99,PAYER EFT
2025-06-05,EFT20250605000,84.11,PAYER EFT
2025-06-05,EFT20250605002,43.62,PAYER EFT
2025-06-05,EFT20250605003,69.63,PAYER EFT
2025-06-05,EFT20250605007,28.25,PAYER EFT
2025-06-05,EFT20250605008,146.29,PAYER EFT
2025-06-05,EFT20250605011,47.49,PAYER EFT
2025-06-05,EFT20250605013,62.11,PAYER EFT
2025-06-05,EFT20250605019,40.79,PAYER EFT
2025-06-05,EFT20250605025,162.27,PAYER EFT
2025-06-05,EFT20250605027,17.58,PAYER EFT
2025-06-05,EFT20250605029,30.54,PAYER EFT
2025-06-05,EFT20250605032,103.96,PAYER EFT
2025-06-05,EFT20250605034,84.11,PAYER EFT
2025-06-06,EFT20250606002,401.35,PAYER EFT
2025-06-06,EFT20250606008,549.95,PAYER EFT
2025-06-06,EFT20250606009,65.27,PAYER EFT
2025-06-06,EFT20250606012,81.59,PAYER EFT
2025-06-06,EFT20250606014,88.82,PAYER EFT
2025-06-06,EFT20250606020,40.11,PAYER EFT
2025-06-06,EFT20250606022,420.55,PAYER EFT
2025-06-06,EFT20250606023,42.75,PAYER EFT
2025-06-06,EFT20250606025,51.76,PAYER EFT
2025-06-06,EFT20250606037,99.25,PAYER EFT
2025-06-07,EFT20250607005,282.1,PAYER EFT
2025-06-07,EFT20250607007,51.76,PAYER EFT
2025-06-07,EFT20250607009,32.09,PAYER EFT
2025-06-07,EFT20250607011,40.79,PAYER EFT
2025-06-07,EFT20250607020,384.32,PAYER EFT
2025-06-07,EFT20250607021,113.23,PAYER EFT
2025-06-07,EFT20250607022,33.65,PAYER EFT
2025-06-07,EFT20250607033,62.11,PAYER EFT
2025-06-07,EFT20250607037,149.46,PAYER EFT
2025-06-08,EFT20250608004,23.94,PAYER EFT
2025-06-08,EFT20250608005,55.51,PAYER EFT
2025-06-08,EFT20250608011,69.03,PAYER EFT
2025-06-08,EFT20250608014,175.59,PAYER EFT
2025-06-08,EFT20250608015,226.45,PAYER EFT
2025-06-08,EFT20250608016,42.06,PAYER EFT
2025-06-08,EFT20250608019,282.42,PAYER EFT
2025-06-08,EFT20250608020,44.97,PAYER EFT
2025-06-08,EFT20250608021,47.23,PAYER EFT
2025-06-08,EFT20250608024,24.43,PAYER EFT
2025-06-08,EFT20250608025,98.34,PAYER EFT
2025-06-08,EFT20250608027,87.35,PAYER EFT
2025-06-08,EFT20250608028,149.46,PAYER EFT
2025-06-08,EFT20250608030,273.63,PAYER EFT
2025-06-08,EFT20250608033,21.97,PAYER EFT
2025-06-09,EFT20250609005,23.22,PAYER EFT
2025-06-09,EFT20250609009,20.86,PAYER EFT
2025-06-09,EFT20250609010,69.03,PAYER EFT
2025-06-09,EFT20250609017,59.36,PAYER EFT
2025-06-09,EFT20250609021,44.97,PAYER EFT
2025-06-09,EFT20250609022,290.12,PAYER EFT
2025-06-09,EFT20250609023,84.11,PAYER EFT
2025-06-09,EFT20250609024,45.81,PAYER EFT
2025-06-09,EFT20250609026,213.77,PAYER EFT
2025-06-09,EFT20250609028,16.05,PAYER EFT
2025-06-09,EFT20250609033,79.4,PAYER EFT
2025-06-09,EFT20250609034,85.4,PAYER EFT
2025-06-09,EFT20250609035,60.25,PAYER EFT
2025-06-09,EFT20250609037,226.46,PAYER EFT
2025-06-09,EFT20250609038,33.65,PAYER EFT
2025-06-09,EFT20250609039,30.54,PAYER EFT
2025-06-10,EFT20250610002,148.81,PAYER EFT
2025-06-10,EFT20250610003,148.81,PAYER EFT
2025-06-10,EFT20250610004,26.07,PAYER EFT
2025-06-10,EFT20250610007,196.43,PAYER EFT
2025-06-10,EFT20250610010,149.46,PAYER EFT
2025-06-10,EFT20250610012,326.34,PAYER EFT
2025-06-10,EFT20250610013,44.97,PAYER EFT
2025-06-10,EFT20250610020,27.88,PAYER EFT
2025-06-10,EFT20250610021,38.51,PAYER EFT
2025-06-10,EFT20250610028,181.16,PAYER EFT
2025-06-10,EFT20250610029,111.03,PAYER EFT
2025-06-10,EFT20250610032,40.79,PAYER EFT
2025-06-10,EFT20250610033,20.86,PAYER EFT
2025-06-10,EFT20250610036,122.93,PAYER EFT
2025-06-10,EFT20250610037,62.76,PAYER EFT
2025-06-10,EFT20250610038,71.28,PAYER EFT
2025-06-11,EFT20250611000,113.23,PAYER EFT
2025-06-11,EFT20250611002,113.23,PAYER EFT
2025-06-11,EFT20250611005,648.94,PAYER EFT
2025-06-11,EFT20250611006,444.1,PAYER EFT
2025-06-11,EFT20250611009,533.45,PAYER EFT
2025-06-11,EFT20250611012,48.2,PAYER EFT
2025-06-11,EFT20250611013,71.17,PAYER EFT
2025-06-11,EFT20250611016,267.21,PAYER EFT
2025-06-11,EFT20250611020,40.11,PAYER EFT
2025-06-11,EFT20250611021,181.16,PAYER EFT
2025-06-11,EFT20250611022,28.98,PAYER EFT
2025-06-11,EFT20250611023,107.08,PAYER EFT
2025-06-11,EFT20250611026,47.23,PAYER EFT
2025-06-11,EFT20250611033,28.25,PAYER EFT
2025-06-11,EFT20250611034,38.26,PAYER EFT
2025-06-11,EFT20250611035,352.62,PAYER EFT
2025-06-11,EFT20250611037,61.08,PAYER EFT
2025-06-11,EFT20250611038,282.14,PAYER EFT
2025-06-12,EFT20250612000,22.46,PAYER EFT
2025-06-12,EFT20250612002,99.25,PAYER EFT
2025-06-12,EFT20250612013,90.58,PAYER EFT
2025-06-12,EFT20250612016,22.64,PAYER EFT
2025-06-12,EFT20250612022,36.65,PAYER EFT
2025-06-12,EFT20250612026,225.94,PAYER EFT
2025-06-12,EFT20250612034,633.1,PAYER EFT
2025-06-12,EFT20250612036,28.12,PAYER EFT
2025-06-13,EFT20250613000,555.13,PAYER EFT
2025-06-13,EFT20250613001,437.21,PAYER EFT
2025-06-13,EFT20250613004,36.23,PAYER EFT
2025-06-13,EFT20250613005,34.9,PAYER EFT
2025-06-13,EFT20250613008,65.22,PAYER EFT
2025-06-13,EFT20250613009,572.59,PAYER EFT
2025-06-13,EFT20250613010,340.97,PAYER EFT
2025-06-13,EFT20250613012,111.03,PAYER EFT
2025-06-13,EFT20250613015,133.61,PAYER EFT
2025-06-13,EFT20250613018,555.13,PAYER EFT
2025-06-13,EFT20250613028,25.88,PAYER EFT
2025-06-13,EFT20250613030,42.06,PAYER EFT
2025-06-14,EFT20250614001,98.34,PAYER EFT
2025-06-14,EFT20250614002,28.98,PAYER EFT
2025-06-14,EFT20250614005,129.82,PAYER EFT
2025-06-14,EFT20250614006,133.61,PAYER EFT
2025-06-14,EFT20250614010,51.76,PAYER EFT
2025-06-14,EFT20250614017,202.05,PAYER EFT
2025-06-14,EFT20250614018,219.49,PAYER EFT
2025-06-14,EFT20250614026,55.51,PAYER EFT
2025-06-14,EFT20250614027,59.36,PAYER EFT
2025-06-14,EFT20250614031,392.72,PAYER EFT
2025-06-14,EFT20250614033,98.34,PAYER EFT
2025-06-14,EFT20250614034,117.35,PAYER EFT
2025-06-14,EFT20250614036,67.29,PAYER EFT
2025-06-14,EFT20250614037,51.76,PAYER EFT
2025-06-14,EFT20250614038,443.66,PAYER EFT
2025-06-15,EFT20250615001,40.79,PAYER EFT
2025-06-15,EFT20250615002,161.63,PAYER EFT
2025-06-15,EFT20250615003,352.62,PAYER EFT
2025-06-15,EFT20250615009,67.29,PAYER EFT
2025-06-15,EFT20250615011,65.59,PAYER EFT
2025-06-15,EFT20250615016,86.91,PAYER EFT
2025-06-15,EFT20250615020,23.22,PAYER EFT
2025-06-15,EFT20250615021,106.41,PAYER EFT
2025-06-15,EFT20250615023,388.2,PAYER EFT
2025-06-15,EFT20250615026,84.78,PAYER EFT
2025-06-15,EFT20250615027,197.66,PAYER EFT
2025-06-15,EFT20250615029,59.36,PAYER EFT
2025-06-15,EFT20250615035,55.51,PAYER EFT
2025-06-15,EFT20250615038,43.21,PAYER EFT
2025-06-15,EFT20250615039,28.08,PAYER EFT
2025-06-16,EFT20250616004,151.01,PAYER EFT
2025-06-16,EFT20250616008,56.61,PAYER EFT
2025-06-16,EFT20250616012,696.18,PAYER EFT
2025-06-16,EFT20250616014,218.62,PAYER EFT
2025-06-16,EFT20250616019,181.16,PAYER EFT
2025-06-16,EFT20250616020,122.93,PAYER EFT
2025-06-16,EFT20250616021,420.55,PAYER EFT
2025-06-16,EFT20250616025,23.42,PAYER EFT
2025-06-16,EFT20250616026,533.45,PAYER EFT
2025-06-16,EFT20250616027,407.93,PAYER EFT
2025-06-16,EFT20250616028,45.81,PAYER EFT
2025-06-16,EFT20250616031,25.1,PAYER EFT
2025-06-16,EFT20250616036,81.59,PAYER EFT
2025-06-16,EFT20250616037,32.63,PAYER EFT
2025-06-17,EFT20250617000,106.89,PAYER EFT
2025-06-17,EFT20250617001,372.36,PAYER EFT
2025-06-17,EFT20250617006,19.15,PAYER EFT
2025-06-17,EFT20250617009,62.11,PAYER EFT
2025-06-17,EFT20250617010,22.64,PAYER EFT
2025-06-17,EFT20250617011,196.25,PAYER EFT
2025-06-17,EFT20250617012,49.69,PAYER EFT
2025-06-17,EFT20250617013,119.57,PAYER EFT
2025-06-17,EFT20250617014,61.08,PAYER EFT
2025-06-17,EFT20250617016,29.89,PAYER EFT
2025-06-17,EFT20250617022,44.58,PAYER EFT
2025-06-17,EFT20250617023,40.79,PAYER EFT
2025-06-17,EFT20250617029,48.2,PAYER EFT
2025-06-17,EFT20250617030,533.45,PAYER EFT
2025-06-17,EFT20250617034,79.4,PAYER EFT
2025-06-17,EFT20250617035,81.99,PAYER EFT
2025-06-17,EFT20250617039,27.17,PAYER EFT
2025-06-18,EFT20250618002,74.73,PAYER EFT
2025-06-18,EFT20250618007,34.16,PAYER EFT
2025-06-18,EFT20250618014,111.03,PAYER EFT
2025-06-18,EFT20250618018,28.08,PAYER EFT
2025-06-18,EFT20250618019,65.27,PAYER EFT
2025-06-18,EFT20250618021,42.06,PAYER EFT
2025-06-18,EFT20250618024,38.19,PAYER EFT
2025-06-18,EFT20250618025,65.27,PAYER EFT
2025-06-18,EFT20250618030,44.97,PAYER EFT
2025-06-18,EFT20250618035,85.4,PAYER EFT
2025-06-18,EFT20250618036,113.23,PAYER EFT
2025-06-19,EFT20250619000,384.32,PAYER EFT
2025-06-19,EFT20250619002,171.78,PAYER EFT
2025-06-19,EFT20250619005,42.06,PAYER EFT
2025-06-19,EFT20250619006,549.95,PAYER EFT
2025-06-19,EFT20250619011,28.98,PAYER EFT
2025-06-19,EFT20250619012,55.51,PAYER EFT
2025-06-19,EFT20250619013,352.62,PAYER EFT
2025-06-19,EFT20250619015,33.65,PAYER EFT
2025-06-19,EFT20250619016,56.61,PAYER EFT
2025-06-19,EFT20250619019,42.06,PAYER EFT
2025-06-19,EFT20250619021,549.95,PAYER EFT
2025-06-19,EFT20250619023,439.96,PAYER EFT
2025-06-19,EFT20250619025,78.46,PAYER EFT
2025-06-19,EFT20250619028,85.4,PAYER EFT
2025-06-19,EFT20250619029,109.83,PAYER EFT
2025-06-19,EFT20250619031,67.29,PAYER EFT
2025-06-19,EFT20250619032,88.82,PAYER EFT
2025-06-19,EFT20250619037,56.16,PAYER EFT
2025-06-19,EFT20250619039,342.04,PAYER EFT
2025-06-20,EFT20250620002,219.49,PAYER EFT
2025-06-20,EFT20250620004,118.89,PAYER EFT
2025-06-20,EFT20250620010,186.01,PAYER EFT
2025-06-20,EFT20250620011,99.25,PAYER EFT
2025-06-20,EFT20250620012,19.15,PAYER EFT
2025-06-20,EFT20250620016,56.16,PAYER EFT
2025-06-20,EFT20250620021,303.44,PAYER EFT
2025-06-20,EFT20250620022,119.57,PAYER EFT
2025-06-20,EFT20250620032,254.09,PAYER EFT
2025-06-20,EFT20250620033,50.59,PAYER EFT
2025-06-21,EFT20250621003,47.49,PAYER EFT
2025-06-21,EFT20250621007,48.2,PAYER EFT
2025-06-21,EFT20250621008,37.78,PAYER EFT
2025-06-21,EFT20250621010,38.51,PAYER EFT
2025-06-21,EFT20250621011,111.03,PAYER EFT
2025-06-21,EFT20250621013,67.29,PAYER EFT
2025-06-21,EFT20250621017,148.81,PAYER EFT
2025-06-21,EFT20250621018,226.45,PAYER EFT
2025-06-21,EFT20250621020,32.63,PAYER EFT
2025-06-21,EFT20250621021,48.2,PAYER EFT
2025-06-21,EFT20250621024,68.32,PAYER EFT
2025-06-21,EFT20250621025,26.07,PAYER EFT
2025-06-21,EFT20250621033,55.73,PAYER EFT
2025-06-21,EFT20250621036,558.54,PAYER EFT
2025-06-21,EFT20250621039,17.58,PAYER EFT
2025-06-22,EFT20250622001,99.25,PAYER EFT
2025-06-22,EFT20250622002,384.32,PAYER EFT
2025-06-22,EFT20250622005,267.21,PAYER EFT
2025-06-22,EFT20250622016,352.62,PAYER EFT
2025-06-22,EFT20250622021,62.11,PAYER EFT
2025-06-22,EFT20250622027,162.79,PAYER EFT
2025-06-23,EFT20250623004,20.08,PAYER EFT
2025-06-23,EFT20250623005,34.16,PAYER EFT
2025-06-23,EFT20250623006,549.95,PAYER EFT
2025-06-23,EFT20250623007,60.98,PAYER EFT
2025-06-23,EFT20250623008,55.73,PAYER EFT
2025-06-23,EFT20250623009,19.15,PAYER EFT
2025-06-23,EFT20250623014,113.23,PAYER EFT
2025-06-23,EFT20250623023,59.78,PAYER EFT
2025-06-23,EFT20250623027,40.11,PAYER EFT
2025-06-23,EFT20250623035,23.94,PAYER EFT
